ID,First_Name,Last_Name,Legacy_Intent_Binary,Lifetime_Giving,Rating,Primary_Constituent_Type,Prospect_Stage,Geographic_Region,Engagement_Score,Estimated_Age
42692,Donor_42692,Smith,0,11363,O,Friend,Qualification,Midwest,81,63
34854,Donor_34854,Smith,0,48,P,Alum,Cultivation,Midwest,79,79
859,Donor_859,Smith,0,1792,N,Alum,Qualification,Northeast,49,65
30321,Donor_30321,Smith,0,6127,N,Alum,Cultivation,Southeast,10,76
26090,Donor_26090,Smith,0,48263,O,Parent,Qualification,Midwest,59,71
14450,Donor_14450,Smith,0,34612,O,Friend,Cultivation,West Coast,66,25
33245,Donor_33245,Smith,0,13369,M,Parent,Identification,Northeast,5,27
30805,Donor_30805,Smith,0,26301,O,Parent,Qualification,Northeast,70,37
10732,Donor_10732,Smith,0,11910,K,Alum,Identification,Midwest,62,62
36004,Donor_36004,Smith,0,24339,O,Alum,Qualification,West Coast,82,38
5700,Donor_5700,Smith,0,11254,M,Friend,Identification,Southeast,3,70
32403,Donor_32403,Smith,0,39624,M,Friend,Cultivation,Midwest,40,51
780,Donor_780,Smith,0,28378,M,Alum,Qualification,Northeast,69,25
9790,Donor_9790,Smith,0,19691,P,Friend,Identification,Midwest,40,80
3576,Donor_3576,Smith,0,33866,K,Friend,Identification,Midwest,31,55
46198,Legacy_1198,Johnson,1,990674,F,Trustee,Stewardship,West Coast,79,49
44706,Donor_44706,Smith,0,240,N,Friend,Qualification,Northeast,4,81
26801,Donor_26801,Smith,0,24304,M,Alum,Identification,Northeast,66,60
1054,Donor_1054,Smith,0,44924,M,Parent,Identification,Southeast,36,78
14777,Donor_14777,Smith,0,37954,P,Friend,Cultivation,West Coast,25,25
37464,Donor_37464,Smith,0,41682,O,Parent,Cultivation,Midwest,30,70
9224,Donor_9224,Smith,0,33736,P,Friend,Cultivation,Southeast,42,74
45893,Legacy_893,Johnson,1,414388,A,Regent,Stewardship,West Coast,60,69
16126,Donor_16126,Smith,0,280,N,Parent,Cultivation,West Coast,37,79
47426,Legacy_2426,Johnson,1,320138,B,Alum,Stewardship,Northeast,81,69
5196,Donor_5196,Smith,0,1894,O,Friend,Identification,Northeast,8,72
328,Donor_328,Smith,0,36130,P,Friend,Identification,Southeast,56,57
18830,Donor_18830,Smith,0,31025,M,Parent,Identification,Southeast,57,84
29786,Donor_29786,Smith,0,37239,O,Parent,Identification,Northeast,26,65
7626,Donor_7626,Smith,0,14369,L,Parent,Qualification,West Coast,36,72
17588,Donor_17588,Smith,0,8817,L,Parent,Identification,Northeast,40,27
7902,Donor_7902,Smith,0,31097,K,Friend,Cultivation,Midwest,27,62
23088,Donor_23088,Smith,0,6783,P,Alum,Identification,West Coast,21,81
27298,Donor_27298,Smith,0,38414,L,Alum,Cultivation,Northeast,51,45
11617,Donor_11617,Smith,0,3147,M,Alum,Identification,Midwest,41,75
40168,Donor_40168,Smith,0,16799,N,Parent,Identification,Southeast,12,71
13393,Donor_13393,Smith,0,1277,M,Friend,Identification,Midwest,3,32
41906,Donor_41906,Smith,0,26898,P,Friend,Qualification,West Coast,91,30
31136,Donor_31136,Smith,0,5293,N,Alum,Identification,Northeast,32,48
3888,Donor_3888,Smith,0,32922,M,Parent,Qualification,Northeast,58,29
35989,Donor_35989,Smith,0,16092,O,Parent,Identification,Southeast,11,27
20376,Donor_20376,Smith,0,17669,M,Friend,Identification,West Coast,40,56
6963,Donor_6963,Smith,0,26769,O,Alum,Cultivation,Midwest,94,26
32593,Donor_32593,Smith,0,626,N,Alum,Cultivation,Southeast,13,72
49568,Legacy_4568,Johnson,1,843155,E,Regent,Stewardship,Northeast,89,78
37454,Donor_37454,Smith,0,38566,M,Alum,Cultivation,West Coast,43,27
41279,Donor_41279,Smith,0,26836,K,Friend,Qualification,Midwest,45,81
35581,Donor_35581,Smith,0,32921,K,Parent,Qualification,Midwest,62,71
16770,Donor_16770,Smith,0,49215,O,Friend,Cultivation,Northeast,84,57
49292,Legacy_4292,Johnson,1,513821,B,Alum,Stewardship,Midwest,81,48
30584,Donor_30584,Smith,0,24707,L,Friend,Identification,Midwest,79,30
3627,Donor_3627,Smith,0,24327,O,Parent,Qualification,Midwest,58,36
11634,Donor_11634,Smith,0,5054,N,Alum,Cultivation,West Coast,40,67
21364,Donor_21364,Smith,0,45361,P,Parent,Identification,Midwest,82,50
5020,Donor_5020,Smith,0,25547,M,Alum,Qualification,Southeast,21,57
28006,Donor_28006,Smith,0,17095,O,Friend,Cultivation,Southeast,74,42
9817,Donor_9817,Smith,0,13244,K,Parent,Identification,Southeast,1,66
6626,Donor_6626,Smith,0,2579,N,Parent,Qualification,Northeast,40,74
49261,Legacy_4261,Johnson,1,754862,E,Trustee,Cultivation,Northeast,80,69
8116,Donor_8116,Smith,0,20636,P,Friend,Identification,Northeast,34,55
48161,Legacy_3161,Johnson,1,53259,C,Alum,Cultivation,Southeast,96,50
32370,Donor_32370,Smith,0,33889,M,Parent,Qualification,West Coast,12,28
29026,Donor_29026,Smith,0,29068,P,Parent,Qualification,Southeast,89,67
35969,Donor_35969,Smith,0,12012,K,Friend,Identification,Southeast,27,28
28734,Donor_28734,Smith,0,43741,L,Alum,Qualification,Southeast,59,44
34900,Donor_34900,Smith,0,622,O,Parent,Identification,Midwest,88,53
35564,Donor_35564,Smith,0,35596,L,Friend,Identification,Southeast,47,71
29188,Donor_29188,Smith,0,14975,O,Parent,Identification,Southeast,69,27
19918,Donor_19918,Smith,0,15352,K,Alum,Cultivation,Southeast,71,81
35931,Donor_35931,Smith,0,10983,N,Friend,Qualification,Southeast,52,35
16391,Donor_16391,Smith,0,14927,N,Alum,Cultivation,Northeast,94,70
29585,Donor_29585,Smith,0,3441,K,Friend,Identification,Midwest,95,50
12738,Donor_12738,Smith,0,40465,O,Friend,Qualification,Northeast,51,26
9278,Donor_9278,Smith,0,13873,M,Alum,Qualification,West Coast,38,64
1128,Donor_1128,Smith,0,42883,O,Parent,Qualification,Southeast,94,68
47186,Legacy_2186,Johnson,1,347175,E,Alum,Stewardship,West Coast,86,46
35813,Donor_35813,Smith,0,13487,P,Friend,Qualification,West Coast,53,80
28423,Donor_28423,Smith,0,46272,M,Alum,Qualification,West Coast,48,25
1510,Donor_1510,Smith,0,23789,K,Parent,Qualification,Southeast,1,37
48545,Legacy_3545,Johnson,1,87128,E,Regent,Solicitation,Southeast,60,66
22188,Donor_22188,Smith,0,5401,M,Friend,Qualification,Southeast,14,27
14976,Donor_14976,Smith,0,41430,O,Alum,Identification,Southeast,59,25
45010,Legacy_10,Johnson,1,776237,D,Alum,Cultivation,Midwest,86,53
72,Donor_72,Smith,0,12656,N,Parent,Qualification,Northeast,99,42
11687,Donor_11687,Smith,0,24651,K,Friend,Identification,Southeast,13,40
12325,Donor_12325,Smith,0,19030,L,Alum,Cultivation,Northeast,12,58
24352,Donor_24352,Smith,0,47402,N,Parent,Qualification,Northeast,23,57
12625,Donor_12625,Smith,0,19229,L,Alum,Qualification,Southeast,58,66
7238,Donor_7238,Smith,0,13650,O,Friend,Cultivation,Midwest,97,62
15728,Donor_15728,Smith,0,25759,M,Friend,Cultivation,Northeast,58,59
7353,Donor_7353,Smith,0,37502,L,Parent,Qualification,Midwest,2,54
37824,Donor_37824,Smith,0,29395,M,Friend,Qualification,Midwest,49,29
49561,Legacy_4561,Johnson,1,930067,B,Regent,Cultivation,Northeast,72,55
41109,Donor_41109,Smith,0,2622,K,Alum,Cultivation,Southeast,67,33
35005,Donor_35005,Smith,0,5406,L,Friend,Identification,Northeast,77,69
41174,Donor_41174,Smith,0,35279,P,Alum,Qualification,Southeast,82,25
26320,Donor_26320,Smith,0,2231,O,Parent,Qualification,Southeast,96,51
37925,Donor_37925,Smith,0,1266,P,Parent,Qualification,Northeast,59,38
42644,Donor_42644,Smith,0,17690,M,Parent,Cultivation,Southeast,70,31
33501,Donor_33501,Smith,0,26188,K,Alum,Qualification,West Coast,20,69
40604,Donor_40604,Smith,0,42923,P,Parent,Cultivation,Southeast,6,69
38573,Donor_38573,Smith,0,15365,K,Parent,Qualification,Midwest,76,73
15752,Donor_15752,Smith,0,44885,M,Friend,Cultivation,West Coast,19,33
46000,Legacy_1000,Johnson,1,173865,D,Trustee,Solicitation,Southeast,95,80
2483,Donor_2483,Smith,0,45461,O,Alum,Qualification,Southeast,13,68
25046,Donor_25046,Smith,0,38298,K,Parent,Qualification,Southeast,55,35
13496,Donor_13496,Smith,0,18136,P,Parent,Qualification,Southeast,13,26
3166,Donor_3166,Smith,0,918,L,Friend,Identification,West Coast,76,59
29823,Donor_29823,Smith,0,3416,O,Friend,Qualification,Northeast,15,64
7716,Donor_7716,Smith,0,10860,M,Alum,Qualification,Northeast,88,61
17683,Donor_17683,Smith,0,48807,L,Friend,Identification,Midwest,26,46
47570,Legacy_2570,Johnson,1,261027,C,Alum,Cultivation,Midwest,91,67
45332,Legacy_332,Johnson,1,622555,F,Regent,Cultivation,Midwest,82,72
11860,Donor_11860,Smith,0,41378,M,Parent,Identification,West Coast,47,37
43746,Donor_43746,Smith,0,49494,K,Parent,Qualification,West Coast,100,32
33102,Donor_33102,Smith,0,49876,O,Alum,Qualification,Northeast,44,62
19759,Donor_19759,Smith,0,26824,O,Alum,Qualification,Northeast,63,39
13770,Donor_13770,Smith,0,34730,P,Alum,Qualification,Southeast,2,42
49309,Legacy_4309,Johnson,1,799808,B,Trustee,Stewardship,Southeast,81,80
44753,Donor_44753,Smith,0,25209,O,Alum,Identification,Midwest,16,80
14066,Donor_14066,Smith,0,36591,O,Alum,Identification,Midwest,27,29
47638,Legacy_2638,Johnson,1,326411,E,Alum,Cultivation,Northeast,90,64
24181,Donor_24181,Smith,0,39133,N,Alum,Qualification,Southeast,53,71
8743,Donor_8743,Smith,0,29745,N,Parent,Identification,Midwest,17,30
49579,Legacy_4579,Johnson,1,262006,E,Trustee,Stewardship,Southeast,100,59
2209,Donor_2209,Smith,0,46063,O,Friend,Identification,West Coast,3,56
32061,Donor_32061,Smith,0,31015,M,Alum,Qualification,Midwest,14,60
20145,Donor_20145,Smith,0,8888,P,Alum,Qualification,Southeast,65,48
39316,Donor_39316,Smith,0,33651,O,Parent,Cultivation,Southeast,91,53
38154,Donor_38154,Smith,0,15193,K,Alum,Qualification,Southeast,89,59
44388,Donor_44388,Smith,0,43629,M,Alum,Cultivation,Northeast,46,42
10712,Donor_10712,Smith,0,33895,O,Friend,Cultivation,Northeast,1,55
1861,Donor_1861,Smith,0,10216,K,Friend,Identification,Southeast,65,35
2351,Donor_2351,Smith,0,40627,O,Alum,Cultivation,West Coast,3,45
97,Donor_97,Smith,0,10014,P,Alum,Identification,West Coast,53,46
15344,Donor_15344,Smith,0,29868,M,Alum,Cultivation,Midwest,63,63
26142,Donor_26142,Smith,0,21268,O,Alum,Identification,Northeast,53,72
44191,Donor_44191,Smith,0,39117,M,Alum,Identification,West Coast,76,56
34630,Donor_34630,Smith,0,16822,N,Friend,Cultivation,Midwest,65,53
42008,Donor_42008,Smith,0,32742,O,Parent,Cultivation,Northeast,71,60
49274,Legacy_4274,Johnson,1,417548,A,Alum,Stewardship,West Coast,71,56
33216,Donor_33216,Smith,0,37416,P,Friend,Qualification,West Coast,32,61
18311,Donor_18311,Smith,0,32009,K,Parent,Qualification,Southeast,45,42
29560,Donor_29560,Smith,0,23169,P,Parent,Cultivation,Northeast,34,84
1261,Donor_1261,Smith,0,19967,K,Friend,Identification,Southeast,17,79
45273,Legacy_273,Johnson,1,534824,A,Alum,Stewardship,West Coast,73,52
38069,Donor_38069,Smith,0,44793,O,Parent,Cultivation,Northeast,55,39
42290,Donor_42290,Smith,0,28003,M,Parent,Cultivation,Midwest,29,61
4322,Donor_4322,Smith,0,43098,M,Alum,Qualification,Northeast,75,30
17377,Donor_17377,Smith,0,27392,K,Alum,Identification,Midwest,66,55
4666,Donor_4666,Smith,0,27416,L,Friend,Cultivation,Southeast,42,42
27237,Donor_27237,Smith,0,21214,L,Friend,Identification,Midwest,78,77
41199,Donor_41199,Smith,0,7589,N,Alum,Qualification,Midwest,91,76
11870,Donor_11870,Smith,0,33850,K,Friend,Cultivation,West Coast,71,74
22334,Donor_22334,Smith,0,49532,L,Friend,Identification,Midwest,56,81
5701,Donor_5701,Smith,0,47823,M,Parent,Identification,West Coast,22,32
48297,Legacy_3297,Johnson,1,820736,A,Regent,Cultivation,Northeast,60,77
10276,Donor_10276,Smith,0,8429,M,Friend,Identification,Midwest,11,76
41395,Donor_41395,Smith,0,9504,K,Alum,Identification,Northeast,12,45
26184,Donor_26184,Smith,0,28850,O,Alum,Qualification,West Coast,15,41
3575,Donor_3575,Smith,0,30392,P,Parent,Identification,Northeast,49,60
7557,Donor_7557,Smith,0,2883,O,Friend,Cultivation,Northeast,3,75
44970,Donor_44970,Smith,0,11562,L,Alum,Identification,Midwest,92,61
41217,Donor_41217,Smith,0,24411,N,Alum,Identification,Midwest,95,72
23490,Donor_23490,Smith,0,48336,K,Parent,Identification,West Coast,85,71
20511,Donor_20511,Smith,0,33234,L,Parent,Identification,West Coast,43,84
47392,Legacy_2392,Johnson,1,320233,C,Regent,Cultivation,Southeast,83,75
24624,Donor_24624,Smith,0,22947,K,Friend,Identification,Southeast,73,65
47072,Legacy_2072,Johnson,1,759619,D,Alum,Stewardship,West Coast,96,66
20190,Donor_20190,Smith,0,19623,N,Alum,Qualification,Northeast,67,28
8013,Donor_8013,Smith,0,46930,L,Parent,Cultivation,Midwest,13,60
34004,Donor_34004,Smith,0,22381,K,Alum,Qualification,Midwest,68,61
28472,Donor_28472,Smith,0,26539,N,Friend,Qualification,West Coast,96,71
8839,Donor_8839,Smith,0,43096,O,Alum,Qualification,Midwest,90,73
17723,Donor_17723,Smith,0,7465,M,Parent,Cultivation,Midwest,96,64
8702,Donor_8702,Smith,0,11853,K,Alum,Qualification,West Coast,24,64
35310,Donor_35310,Smith,0,29474,L,Parent,Qualification,Southeast,90,78
47371,Legacy_2371,Johnson,1,342529,E,Alum,Cultivation,Midwest,75,58
12451,Donor_12451,Smith,0,49456,N,Parent,Qualification,Northeast,85,50
2830,Donor_2830,Smith,0,16134,N,Alum,Identification,West Coast,79,35
32098,Donor_32098,Smith,0,25770,O,Parent,Cultivation,Midwest,48,71
16758,Donor_16758,Smith,0,41020,M,Parent,Qualification,Midwest,95,81
35878,Donor_35878,Smith,0,21502,K,Alum,Cultivation,West Coast,59,84
9502,Donor_9502,Smith,0,29580,P,Alum,Cultivation,West Coast,32,62
478,Donor_478,Smith,0,36952,L,Friend,Cultivation,Southeast,88,74
41640,Donor_41640,Smith,0,6753,L,Parent,Cultivation,Midwest,48,31
40471,Donor_40471,Smith,0,7034,L,Friend,Cultivation,Midwest,93,65
42208,Donor_42208,Smith,0,9282,M,Friend,Cultivation,Northeast,44,68
23572,Donor_23572,Smith,0,17237,O,Friend,Cultivation,Midwest,61,31
41946,Donor_41946,Smith,0,42233,O,Parent,Identification,Southeast,90,58
35283,Donor_35283,Smith,0,45834,P,Parent,Qualification,Northeast,96,35
28210,Donor_28210,Smith,0,156,P,Parent,Qualification,Northeast,32,49
26609,Donor_26609,Smith,0,25676,P,Parent,Qualification,West Coast,7,26
13059,Donor_13059,Smith,0,49332,K,Friend,Identification,Midwest,9,69
31829,Donor_31829,Smith,0,40880,P,Friend,Qualification,Southeast,84,84
44480,Donor_44480,Smith,0,19972,M,Friend,Cultivation,Southeast,47,32
7344,Donor_7344,Smith,0,34540,N,Alum,Identification,West Coast,94,74
44183,Donor_44183,Smith,0,6895,L,Parent,Identification,Northeast,37,74
27942,Donor_27942,Smith,0,35871,P,Parent,Qualification,Southeast,59,58
6294,Donor_6294,Smith,0,44709,K,Parent,Cultivation,Northeast,40,60
43783,Donor_43783,Smith,0,31201,M,Parent,Identification,Midwest,64,52
11354,Donor_11354,Smith,0,35803,N,Alum,Identification,Southeast,33,26
19310,Donor_19310,Smith,0,41499,M,Alum,Cultivation,West Coast,39,72
47008,Legacy_2008,Johnson,1,592845,D,Trustee,Stewardship,West Coast,92,73
12354,Donor_12354,Smith,0,43182,P,Friend,Cultivation,Southeast,90,40
6034,Donor_6034,Smith,0,49352,M,Alum,Qualification,West Coast,12,42
13373,Donor_13373,Smith,0,1607,O,Friend,Cultivation,Midwest,27,80
44428,Donor_44428,Smith,0,49146,P,Alum,Identification,Northeast,34,31
3917,Donor_3917,Smith,0,48836,O,Parent,Cultivation,Northeast,18,44
19415,Donor_19415,Smith,0,4514,K,Parent,Qualification,Southeast,81,77
40829,Donor_40829,Smith,0,335,N,Parent,Identification,Southeast,79,80
16341,Donor_16341,Smith,0,22845,M,Parent,Qualification,Southeast,28,36
47682,Legacy_2682,Johnson,1,511967,A,Trustee,Cultivation,Northeast,88,72
38837,Donor_38837,Smith,0,10610,N,Parent,Qualification,Southeast,35,73
6208,Donor_6208,Smith,0,27668,K,Friend,Identification,West Coast,36,74
15110,Donor_15110,Smith,0,39146,N,Alum,Identification,Southeast,82,50
45684,Legacy_684,Johnson,1,235571,D,Regent,Cultivation,Northeast,65,79
38677,Donor_38677,Smith,0,19641,N,Parent,Identification,Southeast,79,65
46305,Legacy_1305,Johnson,1,215974,C,Regent,Solicitation,Northeast,99,55
40351,Donor_40351,Smith,0,11743,O,Parent,Identification,Southeast,75,39
7684,Donor_7684,Smith,0,6778,N,Alum,Identification,West Coast,89,37
29348,Donor_29348,Smith,0,13532,L,Alum,Cultivation,Midwest,62,50
47914,Legacy_2914,Johnson,1,517292,A,Alum,Stewardship,Midwest,87,70
9866,Donor_9866,Smith,0,49378,N,Friend,Qualification,Northeast,50,38
37861,Donor_37861,Smith,0,44826,K,Friend,Cultivation,Northeast,36,50
6466,Donor_6466,Smith,0,139,K,Parent,Qualification,Northeast,95,33
11632,Donor_11632,Smith,0,48966,M,Parent,Qualification,West Coast,94,80
22256,Donor_22256,Smith,0,30959,N,Parent,Qualification,West Coast,20,36
22367,Donor_22367,Smith,0,49833,N,Alum,Qualification,Northeast,92,57
39044,Donor_39044,Smith,0,45200,M,Parent,Cultivation,Midwest,83,35
38910,Donor_38910,Smith,0,17363,N,Parent,Cultivation,Midwest,20,34
2570,Donor_2570,Smith,0,31726,O,Parent,Qualification,West Coast,99,43
23074,Donor_23074,Smith,0,21804,K,Alum,Cultivation,Northeast,42,66
3157,Donor_3157,Smith,0,30,N,Alum,Identification,West Coast,31,77
43558,Donor_43558,Smith,0,19974,O,Alum,Identification,Midwest,3,69
38170,Donor_38170,Smith,0,16265,M,Friend,Identification,Northeast,96,57
31903,Donor_31903,Smith,0,6115,N,Alum,Cultivation,Midwest,19,35
30649,Donor_30649,Smith,0,31444,M,Friend,Identification,West Coast,77,43
22032,Donor_22032,Smith,0,47727,L,Friend,Cultivation,Northeast,6,69
44720,Donor_44720,Smith,0,47493,M,Parent,Cultivation,Southeast,42,66
506,Donor_506,Smith,0,31894,P,Friend,Cultivation,Southeast,72,35
5370,Donor_5370,Smith,0,28636,M,Friend,Identification,West Coast,4,57
33316,Donor_33316,Smith,0,31316,K,Friend,Cultivation,Northeast,47,84
32052,Donor_32052,Smith,0,18507,P,Alum,Cultivation,West Coast,34,56
16877,Donor_16877,Smith,0,34282,P,Alum,Qualification,Northeast,42,57
22421,Donor_22421,Smith,0,4950,M,Friend,Qualification,Midwest,46,27
12698,Donor_12698,Smith,0,10909,K,Alum,Qualification,Southeast,96,74
6414,Donor_6414,Smith,0,1115,N,Alum,Cultivation,Midwest,43,82
1113,Donor_1113,Smith,0,36943,M,Alum,Cultivation,West Coast,75,35
13631,Donor_13631,Smith,0,9374,K,Parent,Identification,Midwest,68,55
14289,Donor_14289,Smith,0,22269,O,Alum,Identification,Midwest,69,81
31121,Donor_31121,Smith,0,25273,N,Alum,Identification,Northeast,58,48
5125,Donor_5125,Smith,0,2551,M,Parent,Cultivation,Southeast,39,78
9370,Donor_9370,Smith,0,32745,O,Friend,Identification,Southeast,85,43
29014,Donor_29014,Smith,0,47576,O,Parent,Qualification,Midwest,28,45
18764,Donor_18764,Smith,0,18049,P,Friend,Identification,Southeast,72,71
6427,Donor_6427,Smith,0,43124,N,Friend,Qualification,West Coast,66,28
14743,Donor_14743,Smith,0,22475,N,Parent,Identification,Northeast,45,27
7641,Donor_7641,Smith,0,35076,M,Parent,Qualification,West Coast,9,83
30790,Donor_30790,Smith,0,5115,M,Parent,Identification,Midwest,69,85
21222,Donor_21222,Smith,0,6458,L,Friend,Cultivation,Midwest,50,33
45259,Legacy_259,Johnson,1,980086,A,Alum,Cultivation,West Coast,71,70
21624,Donor_21624,Smith,0,4321,M,Friend,Qualification,West Coast,91,50
24645,Donor_24645,Smith,0,1522,K,Friend,Identification,West Coast,75,35
30509,Donor_30509,Smith,0,5631,P,Alum,Qualification,West Coast,4,67
32874,Donor_32874,Smith,0,23135,K,Alum,Identification,Northeast,66,47
1243,Donor_1243,Smith,0,49495,L,Alum,Identification,West Coast,38,60
11696,Donor_11696,Smith,0,38253,L,Friend,Qualification,Northeast,15,83
36836,Donor_36836,Smith,0,40491,O,Alum,Qualification,Midwest,15,76
21466,Donor_21466,Smith,0,11043,L,Parent,Identification,West Coast,99,46
30394,Donor_30394,Smith,0,23059,K,Parent,Identification,West Coast,56,80
17275,Donor_17275,Smith,0,2452,K,Alum,Qualification,West Coast,69,74
45746,Legacy_746,Johnson,1,899991,A,Regent,Cultivation,Midwest,64,70
21850,Donor_21850,Smith,0,9210,L,Alum,Cultivation,Northeast,90,65
42061,Donor_42061,Smith,0,37210,K,Alum,Qualification,West Coast,14,59
26054,Donor_26054,Smith,0,39760,N,Alum,Qualification,Midwest,61,51
40985,Donor_40985,Smith,0,30666,O,Alum,Qualification,West Coast,95,60
33386,Donor_33386,Smith,0,27808,M,Friend,Identification,Southeast,39,72
1038,Donor_1038,Smith,0,8817,K,Friend,Qualification,Midwest,68,51
10550,Donor_10550,Smith,0,39909,K,Friend,Identification,Southeast,67,81
9834,Donor_9834,Smith,0,19069,O,Parent,Cultivation,Midwest,35,44
10593,Donor_10593,Smith,0,15249,O,Parent,Cultivation,Midwest,66,50
31101,Donor_31101,Smith,0,32525,M,Alum,Qualification,West Coast,12,56
39506,Donor_39506,Smith,0,37657,M,Friend,Cultivation,Midwest,14,75
8031,Donor_8031,Smith,0,31943,O,Alum,Cultivation,Midwest,77,30
20589,Donor_20589,Smith,0,45682,M,Parent,Identification,Northeast,80,27
6036,Donor_6036,Smith,0,20628,M,Parent,Cultivation,Midwest,87,51
1844,Donor_1844,Smith,0,25598,N,Friend,Qualification,Northeast,15,61
35036,Donor_35036,Smith,0,39106,L,Friend,Qualification,Northeast,40,52
13028,Donor_13028,Smith,0,9850,K,Friend,Cultivation,Northeast,56,51
32392,Donor_32392,Smith,0,35688,N,Friend,Qualification,Southeast,97,74
4583,Donor_4583,Smith,0,19942,P,Alum,Identification,Southeast,23,44
586,Donor_586,Smith,0,13607,N,Parent,Qualification,Midwest,16,30
14031,Donor_14031,Smith,0,46891,P,Alum,Qualification,Northeast,50,62
4802,Donor_4802,Smith,0,8879,L,Alum,Cultivation,West Coast,16,59
21169,Donor_21169,Smith,0,17211,O,Alum,Qualification,West Coast,31,45
17107,Donor_17107,Smith,0,19879,M,Parent,Cultivation,Northeast,22,70
6501,Donor_6501,Smith,0,11654,K,Friend,Cultivation,Northeast,50,54
27598,Donor_27598,Smith,0,31457,L,Parent,Qualification,Southeast,16,56
3959,Donor_3959,Smith,0,20965,M,Alum,Cultivation,Southeast,99,46
37776,Donor_37776,Smith,0,16217,K,Alum,Identification,Southeast,14,52
47144,Legacy_2144,Johnson,1,884228,E,Alum,Stewardship,Southeast,72,45
36733,Donor_36733,Smith,0,11026,P,Friend,Identification,West Coast,38,33
32109,Donor_32109,Smith,0,15090,K,Parent,Cultivation,Northeast,31,35
24186,Donor_24186,Smith,0,20860,M,Parent,Qualification,Midwest,2,41
45849,Legacy_849,Johnson,1,623225,E,Trustee,Cultivation,Northeast,71,53
11339,Donor_11339,Smith,0,14007,K,Alum,Cultivation,Southeast,90,58
28991,Donor_28991,Smith,0,6826,K,Friend,Cultivation,Southeast,84,81
39977,Donor_39977,Smith,0,25188,O,Friend,Qualification,Midwest,77,52
29851,Donor_29851,Smith,0,16009,N,Friend,Cultivation,Southeast,51,32
24025,Donor_24025,Smith,0,16778,N,Parent,Cultivation,Northeast,87,39
14983,Donor_14983,Smith,0,38799,P,Friend,Cultivation,Southeast,33,54
30791,Donor_30791,Smith,0,47834,K,Alum,Qualification,Southeast,51,45
27744,Donor_27744,Smith,0,21468,L,Alum,Qualification,Midwest,31,76
13367,Donor_13367,Smith,0,18554,M,Parent,Cultivation,Southeast,1,26
23191,Donor_23191,Smith,0,14555,M,Friend,Qualification,West Coast,100,71
38503,Donor_38503,Smith,0,17280,M,Parent,Cultivation,Midwest,32,60
41447,Donor_41447,Smith,0,8750,O,Parent,Qualification,Midwest,9,50
10384,Donor_10384,Smith,0,23527,N,Friend,Qualification,West Coast,45,58
26535,Donor_26535,Smith,0,49970,M,Alum,Identification,Midwest,28,58
24724,Donor_24724,Smith,0,31865,O,Alum,Cultivation,Midwest,19,25
25649,Donor_25649,Smith,0,48293,O,Friend,Cultivation,West Coast,63,31
2125,Donor_2125,Smith,0,2425,M,Parent,Cultivation,Southeast,53,28
7611,Donor_7611,Smith,0,43789,K,Parent,Identification,Northeast,86,34
20916,Donor_20916,Smith,0,40969,L,Friend,Qualification,Northeast,74,31
36644,Donor_36644,Smith,0,25829,L,Parent,Cultivation,Midwest,89,41
23368,Donor_23368,Smith,0,45211,N,Alum,Cultivation,Northeast,76,67
7025,Donor_7025,Smith,0,45193,O,Alum,Identification,Northeast,47,31
16698,Donor_16698,Smith,0,14514,P,Friend,Identification,Northeast,45,42
37339,Donor_37339,Smith,0,42142,O,Friend,Qualification,Northeast,6,55
46812,Legacy_1812,Johnson,1,511289,F,Trustee,Cultivation,West Coast,80,56
48776,Legacy_3776,Johnson,1,984580,F,Alum,Stewardship,West Coast,78,64
21679,Donor_21679,Smith,0,7191,O,Friend,Identification,West Coast,63,85
26312,Donor_26312,Smith,0,45071,P,Parent,Qualification,Southeast,45,36
40031,Donor_40031,Smith,0,38462,M,Friend,Cultivation,West Coast,45,66
32821,Donor_32821,Smith,0,6506,M,Friend,Identification,Southeast,41,32
20327,Donor_20327,Smith,0,31296,M,Friend,Qualification,Northeast,76,50
24053,Donor_24053,Smith,0,32930,L,Parent,Identification,West Coast,27,46
30669,Donor_30669,Smith,0,46118,M,Friend,Cultivation,Southeast,74,55
21164,Donor_21164,Smith,0,9709,K,Parent,Cultivation,Southeast,53,27
28421,Donor_28421,Smith,0,7977,K,Alum,Identification,Midwest,41,78
12805,Donor_12805,Smith,0,23982,K,Friend,Cultivation,Southeast,25,51
41596,Donor_41596,Smith,0,21672,M,Alum,Qualification,Northeast,54,40
42966,Donor_42966,Smith,0,24703,N,Alum,Identification,West Coast,12,41
10452,Donor_10452,Smith,0,46719,M,Parent,Cultivation,West Coast,42,66
14185,Donor_14185,Smith,0,45081,O,Alum,Qualification,West Coast,83,75
28977,Donor_28977,Smith,0,12169,L,Friend,Identification,Midwest,19,39
7285,Donor_7285,Smith,0,43574,O,Friend,Cultivation,Southeast,98,27
24882,Donor_24882,Smith,0,14809,N,Parent,Identification,Southeast,90,70
26850,Donor_26850,Smith,0,14339,L,Alum,Qualification,Southeast,45,48
25997,Donor_25997,Smith,0,366,M,Alum,Cultivation,Midwest,57,49
35777,Donor_35777,Smith,0,34074,O,Parent,Cultivation,Northeast,30,25
48038,Legacy_3038,Johnson,1,525466,F,Alum,Stewardship,Southeast,78,78
38458,Donor_38458,Smith,0,35508,K,Alum,Cultivation,Southeast,43,44
