Donor_ID,Full_Name,Lifetime_Giving,Rating,Assigned_Officer
710100,Amy Anderson,217174.52,C,Sarah Chen
607089,Emma White,216476.18,E,Robert Kim
584937,Maria Gomez,216330.82,D,Rachel Johnson
592824,Anthony Nelson,216294.2,E,Maria Gonzalez
798616,Christine Lopez,216220.27,C,James Wilson
263272,Jason Campbell,215961.87,B,Amanda Davis
744698,Debra Clark,215506.58,E,Kevin Wu
756486,Jennifer Rodriguez,215375.68,E,Emily Zhang
203635,Samantha Johnson,215169.97,B,Mark Williams
654161,Julie Wright,214354.72,E,Christopher Lee
403358,Brian Mitchell,213792.78,E,Jennifer Liu
909783,Kenneth Johnson,212400.55,E,Nicole Brown
506078,Larry Young,212196.32,E,Lisa Thompson
656788,Betty Jones,211629.61,E,Michael Rodriguez
994818,Christopher Lopez,211422.3,C,David Park
863364,Amy Smith,209124.81,A,Sarah Chen
337779,George King,208949.99,D,Robert Kim
217941,Matthew Jones,207842.51,E,Rachel Johnson
661261,Scott Jackson,207500.4,D,Maria Gonzalez
625514,Ashley Mitchell,206912.01,E,James Wilson
675276,Eric Jones,206911.51,D,Amanda Davis
184702,Edward Jackson,206145.22,D,Kevin Wu
904688,Gary Jones,206019.63,D,Emily Zhang
939294,Stephen Williams,205445.85,D,Mark Williams
210833,James Lopez,204679.26,E,Christopher Lee
122965,Donna Moore,204144.64,E,Jennifer Liu
946781,Michelle Thompson,203894.71,D,Nicole Brown
304319,Lisa Walker,203743.89,D,Lisa Thompson
781165,Benjamin Carter,203532.01,E,Michael Rodriguez
416903,Kenneth Brown,203243.3,D,David Park
575790,Samantha Hernandez,203240.19,E,Sarah Chen
428087,Gary Miller,202947.58,D,Robert Kim
194012,Thomas Lopez,202410.76,D,Rachel Johnson
937473,Jerry Hill,202254.28,D,Maria Gonzalez
450385,Nancy Brown,201969.25,D,James Wilson
333656,Diane Williams,201904.96,D,Amanda Davis
205398,Ryan White,201464.69,E,Kevin Wu
347556,Anthony Anderson,201012.47,B,Emily Zhang
493990,Christopher Lewis,200967.28,D,Mark Williams
263398,Edward Jackson,200795.29,E,Christopher Lee
587788,Patricia Phillips,199410.19,C,Jennifer Liu
230785,Gary Rivera,199097.5,E,Nicole Brown
756305,Carolyn Smith,198985.21,D,Lisa Thompson
238867,Gary Davis,198065.33,E,Michael Rodriguez
777367,Carolyn King,197359.72,D,David Park
351148,Raymond Sanchez,197314.86,E,Sarah Chen
470790,Kimberly Williams,197145.92,C,Robert Kim
576805,Jerry King,197077.21,D,Rachel Johnson
731171,Catherine Wilson,196746.27,D,Maria Gonzalez
519605,Samuel Jackson,196620.45,E,James Wilson
890900,Olivia Rodriguez,196603.13,B,Amanda Davis
282990,Paul Williams,196463.54,D,Kevin Wu
168413,Patrick Walker,196030.35,E,Emily Zhang
116692,Patricia Gonzalez,196005.29,E,Mark Williams
551418,Brian Jackson,195857.01,E,Christopher Lee
745829,Sharon Miller,195770.48,D,Jennifer Liu
697241,Larry Rivera,195661.82,D,Nicole Brown
863857,Larry Davis,195465.04,D,Lisa Thompson
283064,Gary Robinson,195249.82,E,Michael Rodriguez
345498,Samantha Johnson,195125.57,E,David Park
436269,Victoria Jones,194688.98,E,Sarah Chen
661905,Gary Smith,192327.99,D,Robert Kim
163658,Gary White,191291.74,E,Rachel Johnson
634902,Richard Torres,191102.64,D,Maria Gonzalez
629900,Jeffrey Harris,190988.16,C,James Wilson
128474,Anthony Johnson,190570.8,D,Amanda Davis
577610,Deborah Carter,189920.49,E,Kevin Wu
397039,Patricia Lewis,189524.75,E,Emily Zhang
536488,Frances Baker,188834.99,D,Mark Williams
434820,Ashley Smith,188272.97,E,Christopher Lee
187886,Donna Campbell,187322.47,E,Jennifer Liu
744440,Betty Thompson,186932.11,C,Nicole Brown
882385,Elizabeth Rodriguez,186842.72,E,Lisa Thompson
752554,Nicholas Smith,186767.82,D,Michael Rodriguez
522166,Amy Perez,186676.36,D,David Park
666418,Jonathan Jones,186467.11,C,Sarah Chen
628175,Virginia Johnson,186456.12,D,Robert Kim
539887,Paul Wright,186418.46,C,Rachel Johnson
399817,Richard Torres,185635.78,C,Maria Gonzalez
885416,Barbara Rivera,184546.53,C,James Wilson
877786,Lisa Ramirez,183535.9,C,Amanda Davis
653708,Elizabeth Davis,182094.24,C,Kevin Wu
317890,Paul Garcia,181913.79,E,Emily Zhang
578355,Ashley Johnson,181654.02,C,Mark Williams
242203,Frances Smith,181507.87,E,Christopher Lee
620007,George Martinez,181086.49,E,Jennifer Liu
686912,Stephen Anderson,180903.95,D,Nicole Brown
915035,Larry Roberts,180891.83,D,Lisa Thompson
238890,Scott Williams,180445.35,E,Michael Rodriguez
538779,Brenda White,179960.91,E,David Park
363408,Joseph Davis,179691.15,E,Sarah Chen
665288,Rachel Smith,179607.14,A,Robert Kim
100282,Olivia Rodriguez,179354.81,E,Rachel Johnson
788552,Rachel Wright,179329.57,E,Maria Gonzalez
138618,David Hernandez,178764.17,E,James Wilson
392852,Jeffrey Hill,178599.1,E,Amanda Davis
319944,Patrick Smith,178196.15,E,Kevin Wu
824954,Benjamin Smith,177592.32,C,Emily Zhang
181700,Anthony Torres,177479.06,E,Mark Williams
894324,Kimberly Taylor,177388.93,D,Christopher Lee
408810,Virginia Anderson,177005.76,D,Jennifer Liu
691062,Joseph Hall,176704.65,B,Nicole Brown
906774,Alexander Clark,176560.8,E,Lisa Thompson
540154,Patricia Taylor,176473.43,D,Michael Rodriguez
912075,Samantha Thomas,176307.29,D,David Park
240821,Mark Roberts,176263.82,B,Sarah Chen
956504,Brenda Garcia,176053.47,D,Robert Kim
312834,Olivia Jackson,175469.84,C,Rachel Johnson
565446,Eric Rodriguez,174531.46,E,Maria Gonzalez
135361,Gregory Phillips,173306.27,E,James Wilson
288005,Matthew Johnson,172980.35,E,Amanda Davis
980374,Donna Davis,172925.77,B,Kevin Wu
283643,Paul Jones,172117.81,C,Emily Zhang
277114,Jerry Phillips,172046.26,E,Mark Williams
371418,Julie Anderson,171608.63,E,Christopher Lee
334561,Larry Clark,171537.14,D,Jennifer Liu
468298,Ryan Scott,170817.43,E,Nicole Brown
436718,Dennis Williams,170781.25,C,Lisa Thompson
213634,Jerry Perez,170513.89,D,Michael Rodriguez
515666,Patricia Williams,170267.27,C,David Park
569350,Sandra Brown,170053.78,B,Sarah Chen
140522,Catherine Garcia,169850.33,D,Robert Kim
673399,Steven Taylor,169816.38,D,Rachel Johnson
612773,Jack Lopez,169391.43,C,Maria Gonzalez
579411,Alexander Adams,169121.32,D,James Wilson
289940,Robert Davis,168776.01,E,Amanda Davis
691299,Robert Johnson,168564.35,B,Kevin Wu
742746,Jeffrey Williams,168460.4,C,Emily Zhang
253123,Karen Thompson,167943.07,C,Mark Williams
434379,Joshua Torres,167715.44,D,Christopher Lee
363316,Rachel Flores,167218.81,E,Jennifer Liu
278032,Jason Garcia,166711.17,E,Nicole Brown
200251,Karen Jones,165715.47,D,Lisa Thompson
286958,Justin Perez,165695.67,E,Michael Rodriguez
914513,Timothy Jackson,165536.5,C,David Park
334724,Donna Johnson,165462.77,E,Sarah Chen
894445,Stephen Lopez,165274.13,D,Robert Kim
242992,Edward Johnson,165018.66,D,Rachel Johnson
267974,Jeffrey King,164966.45,D,Maria Gonzalez
288095,Sarah Smith,164903.98,C,James Wilson
249771,Nicholas White,164694.29,E,Amanda Davis
736388,Alexander Walker,164146.2,C,Kevin Wu
425491,Linda Davis,163488.04,C,Emily Zhang
326267,George Martinez,163401.54,D,Mark Williams
191677,Andrew Green,163332.31,E,Christopher Lee
183168,Frances Jones,162627.28,C,Jennifer Liu
917079,George Clark,162621.88,D,Nicole Brown
172895,Lisa Davis,162182.74,D,Lisa Thompson
397684,Sharon Rodriguez,162060.91,A,Michael Rodriguez
485310,Raymond Lee,161256.5,E,David Park
628883,Jennifer Brown,160830.11,E,Sarah Chen
860384,Benjamin Anderson,160345.81,C,Robert Kim
555018,Samantha Johnson,160153.7,D,Rachel Johnson
405279,Joseph Davis,159405.5,E,Maria Gonzalez
390593,Dennis Thompson,158862.9,B,James Wilson
948495,Robert Thomas,158706.93,C,Amanda Davis
220023,Gary Mitchell,158368.55,E,Kevin Wu
602285,Daniel Green,157566.37,C,Emily Zhang
198593,Mark Harris,157424.44,D,Mark Williams
439882,Jennifer Brown,156957.85,E,Christopher Lee
867651,Laura Baker,156035.55,D,Jennifer Liu
692227,Jacob Lee,155878.15,C,Nicole Brown
344888,Joshua Lopez,155778.67,E,Lisa Thompson
916179,Eric Robinson,155650.4,E,Michael Rodriguez
297594,Raymond Scott,155646.86,D,David Park
883879,Helen White,155214.88,D,Sarah Chen
251722,Richard Lee,155080.65,D,Robert Kim
844446,Raymond Thompson,155046.72,D,Rachel Johnson
872554,George Brown,153982.74,E,Maria Gonzalez
847771,Scott Torres,152307.67,E,James Wilson
831758,Samantha Johnson,152073.8,E,Amanda Davis
621242,Stephen Johnson,152042.77,E,Kevin Wu
436572,Frank Davis,151285.53,E,Emily Zhang
269233,Gary Miller,151095.03,D,Mark Williams
143176,Joyce Thompson,151004.65,E,Christopher Lee
277160,Larry Mitchell,150944.96,E,Jennifer Liu
521544,Deborah Martin,150352.85,D,Nicole Brown
906591,Kimberly Rodriguez,150261.59,E,Lisa Thompson
939355,Catherine Garcia,150049.79,E,Michael Rodriguez
669429,Larry Robinson,149623.77,E,David Park
383481,Kimberly Roberts,149611.6,E,Sarah Chen
752061,Nancy Jones,148746.95,E,Robert Kim
552686,Richard Campbell,148460.24,D,Rachel Johnson
647354,Benjamin Jackson,148378.28,C,Maria Gonzalez
503711,Andrew Smith,147825.25,E,James Wilson
843560,Jerry Moore,147457.69,E,Amanda Davis
882794,Heather Wright,147366.29,E,Kevin Wu
436426,Samantha Perez,147266.05,D,Emily Zhang
879277,Scott Williams,147254.94,C,Mark Williams
659247,Emma Rivera,147146.05,B,Christopher Lee
654231,James Johnson,147040.46,E,Jennifer Liu
277033,Samuel Gomez,146788.79,D,Nicole Brown
585788,Samuel Jones,145883.33,D,Lisa Thompson
425681,Frances Torres,145141.58,A,Michael Rodriguez
874695,Jerry Taylor,144993.88,D,David Park
853406,Virginia Nguyen,144933.5,E,Sarah Chen
907503,Benjamin Green,144876.09,D,Robert Kim
307235,Dennis Garcia,144828.74,C,Rachel Johnson
189041,Donna Flores,143162.12,D,Maria Gonzalez
585712,Jessica Hill,142847.84,E,James Wilson
107912,Robert Davis,142824.93,D,Amanda Davis
457521,Jacob Mitchell,142672.56,C,Kevin Wu
572894,Diane Lopez,142046.99,E,Emily Zhang
137839,Cynthia White,141946.23,E,Mark Williams
260114,Richard Davis,141567.49,D,Christopher Lee
897879,Scott Hernandez,141384.81,C,Jennifer Liu
365222,John Johnson,141331.89,D,Nicole Brown
335882,Olivia Lee,141241.68,E,Lisa Thompson
223170,Justin Johnson,141232.78,C,Michael Rodriguez
750731,Stephen Martinez,140415.81,D,David Park
660606,Matthew Torres,140343.55,E,Sarah Chen
158114,Laura Jackson,139472.69,E,Robert Kim
244101,Carol Smith,139430.46,D,Rachel Johnson
387671,Linda Young,139265.99,A,Maria Gonzalez
658526,Larry Harris,139051.29,E,James Wilson
889003,John Walker,138880.64,D,Amanda Davis
410104,Steven Jackson,138510.46,D,Kevin Wu
193543,Jacob Moore,138457.79,E,Emily Zhang
590991,Joshua Taylor,137647.94,B,Mark Williams
592986,Frances Lee,137622.07,D,Christopher Lee
630323,Barbara Green,137502.75,E,Jennifer Liu
182520,Joseph Williams,137496.06,E,Nicole Brown
185902,Scott Thomas,137185.86,C,Lisa Thompson
658889,Angela Harris,136365.28,C,Michael Rodriguez
778339,Alexander Johnson,136157.74,C,David Park
160378,Heather Miller,135975.19,B,Sarah Chen
394328,Donna Miller,135909.35,B,Robert Kim
460802,Mary Smith,135876.17,E,Rachel Johnson
526286,Joyce Brown,135305.8,E,Maria Gonzalez
854576,Heather Martin,135272.63,D,James Wilson
384844,Michelle Thomas,135045.58,D,Amanda Davis
241397,Ashley Rodriguez,135020.89,E,Kevin Wu
168854,Jerry Hall,133148.19,C,Emily Zhang
667281,Olivia Lopez,132688.23,B,Mark Williams
943343,Dorothy Johnson,132492.09,E,Christopher Lee
222800,Michael Smith,132436.2,D,Jennifer Liu
421247,Janet Flores,132398.8,E,Nicole Brown
224978,Helen Smith,132264.71,B,Lisa Thompson
935224,Christine Robinson,132211.5,A,Michael Rodriguez
156536,Emma Sanchez,131928.16,D,David Park
405072,Helen Thomas,131795.51,C,Sarah Chen
749659,Steven Harris,131534.93,C,Robert Kim
691273,Carol Davis,131379.45,C,Rachel Johnson
278715,Jeffrey Miller,131284.11,C,Maria Gonzalez
732456,Anthony Gonzalez,131274.07,D,James Wilson
922640,Laura Green,131259.57,C,Amanda Davis
777099,Dorothy Perez,131256.26,E,Kevin Wu
409388,Emma Smith,130871.01,D,Emily Zhang
999641,Sandra Miller,130721.45,D,Mark Williams
319960,Virginia Gonzalez,130659.14,E,Christopher Lee
910142,Matthew Martinez,130167.77,D,Jennifer Liu
246762,Jonathan Jones,129695.87,E,Nicole Brown
306343,Joshua Harris,129492.32,C,Lisa Thompson
423370,Susan Mitchell,129340.49,E,Michael Rodriguez
991147,Mark Gonzalez,129248.16,C,David Park
246109,Christopher Ramirez,128988.32,D,Sarah Chen
311676,Sarah Garcia,128693.47,C,Robert Kim
152064,Jason Clark,128488.14,A,Rachel Johnson
211603,Olivia Hall,128292.45,E,Maria Gonzalez
513010,Maria Taylor,127887.86,D,James Wilson
952046,Joseph Hall,127824.98,C,Amanda Davis
850606,Paul King,127308.61,D,Kevin Wu
111673,Matthew Brown,127015.03,E,Emily Zhang
187247,Raymond Robinson,126639.65,E,Mark Williams
725812,Sharon Wilson,126441.01,C,Christopher Lee
144467,Sandra Jones,125613.81,D,Jennifer Liu
591099,Stephen Brown,125547.63,E,Nicole Brown
341902,Lisa Thomas,125214.46,D,Lisa Thompson
119300,Samuel Lee,124992.6,D,Michael Rodriguez
534650,Samantha Hill,124703.97,D,David Park
852834,Justin Johnson,124638.9,D,Sarah Chen
566544,Larry Johnson,124421.51,E,Robert Kim
589127,Benjamin Taylor,124416.73,D,Rachel Johnson
855818,Dorothy Smith,124215.6,C,Maria Gonzalez
461099,Ronald Smith,123923.58,D,James Wilson
874290,Jonathan Clark,123739.93,D,Amanda Davis
248209,Heather Williams,123673.47,D,Kevin Wu
809870,Frank Taylor,123353.39,E,Emily Zhang
853027,Jacob Garcia,122618.86,D,Mark Williams
449952,Joseph Gonzalez,122509.06,E,Christopher Lee
315842,Samuel White,122341.42,E,Jennifer Liu
180513,Michael Perez,122184.53,C,Nicole Brown
465896,Patricia Scott,121538.14,C,Lisa Thompson
889686,Kelly Young,121525.03,E,Michael Rodriguez
234174,Angela Sanchez,120769.48,E,David Park
340140,Joshua Rodriguez,120427.2,E,Sarah Chen
371178,Jessica Robinson,120420.19,C,Robert Kim
829507,Catherine Martinez,119729.16,A,Rachel Johnson
480551,Betty Rodriguez,119395.94,E,Maria Gonzalez
179552,Barbara Scott,119154.4,E,James Wilson
560320,Samantha Davis,118976.53,C,Amanda Davis
124683,Sarah Davis,118368.17,E,Kevin Wu
678891,Donna Green,118366.42,D,Emily Zhang
122897,Janet Johnson,118222.42,D,Mark Williams
118939,Michael Johnson,118160.1,B,Christopher Lee
439608,Brandon Sanchez,117751.08,C,Jennifer Liu
605198,Richard Anderson,117688.13,E,Nicole Brown
132513,Dorothy Rodriguez,117657.7,E,Lisa Thompson
584570,Anthony Williams,117236.84,E,Michael Rodriguez
793386,Kelly Jones,117158.28,E,David Park
305060,Ashley Walker,117110.4,A,Sarah Chen
471457,Christopher Brown,116905.99,E,Robert Kim
187515,Larry Nelson,116293.45,C,Rachel Johnson
174885,Jacob King,116272.81,B,Maria Gonzalez
117560,Helen Thomas,116174.44,C,James Wilson
213122,Catherine Thompson,116109.59,E,Amanda Davis
244304,Frances Brown,116056.1,C,Kevin Wu
481188,Joshua Mitchell,115767.87,C,Emily Zhang
592972,Debra Martinez,115434.7,E,Mark Williams
635722,Thomas Moore,114372.45,D,Christopher Lee
691036,Anthony Thompson,114371.42,D,Jennifer Liu
134286,Gregory Miller,114114.41,D,Nicole Brown
309583,Michelle Perez,113956.48,E,Lisa Thompson
926982,Jason Garcia,113876.06,D,Michael Rodriguez
837886,Frances Johnson,113690.87,E,David Park
833697,James Wilson,113649.85,E,Sarah Chen
712711,Patricia Johnson,113606.23,D,Robert Kim
357974,Richard Wilson,113380.85,D,Rachel Johnson
148149,Thomas Ramirez,113247.25,E,Maria Gonzalez
222809,Mark Anderson,113095.87,E,James Wilson
643973,Jeffrey Miller,112640.56,D,Amanda Davis
412763,Patrick Gonzalez,112601.75,D,Kevin Wu
907006,Rachel Allen,112597.82,D,Emily Zhang
987776,Nancy Smith,112340.44,E,Mark Williams
376767,Patrick Martinez,112246.18,D,Christopher Lee
249959,Heather Lopez,112215.96,B,Jennifer Liu
508325,Debra Phillips,112197.96,E,Nicole Brown
187027,Richard Smith,112197.34,C,Lisa Thompson
730943,Julie Anderson,112106.3,D,Michael Rodriguez
915824,Sharon Johnson,112099.26,E,David Park
307637,Lisa Rodriguez,111890.57,E,Sarah Chen
112545,Maria Johnson,111847.99,A,Robert Kim
113936,Julie Rodriguez,111727.36,E,Rachel Johnson
802013,Joyce Thomas,111281.26,D,Maria Gonzalez
582900,Frank Williams,111262.8,D,James Wilson
131987,Christopher Taylor,110911.82,D,Amanda Davis
303787,Deborah Robinson,110715.69,E,Kevin Wu
322005,Jerry Gonzalez,110682.82,D,Emily Zhang
793483,Angela Brown,110160.91,E,Mark Williams
153848,Charles Robinson,110102.99,E,Christopher Lee
358220,Brenda Robinson,110072.71,E,Jennifer Liu
587275,Janet Martin,110039.54,C,Nicole Brown
283426,Betty Perez,109953.09,B,Lisa Thompson
994698,Jennifer Smith,109591.87,C,Michael Rodriguez
401131,Raymond Walker,109559.84,C,David Park
900220,George Davis,109422.7,E,Sarah Chen
428440,Michael Ramirez,109396.66,C,Robert Kim
830645,Paul Thomas,109163.45,D,Rachel Johnson
277045,Victoria Garcia,109059.92,E,Maria Gonzalez
332547,Elizabeth Clark,108912.99,D,James Wilson
278105,Virginia Taylor,108454.7,E,Amanda Davis
920379,Emma Lopez,107946.1,E,Kevin Wu
886030,Janet Wilson,107823.15,D,Emily Zhang
603482,Steven Taylor,107786.02,E,Mark Williams
998370,James Smith,107602.19,D,Christopher Lee
650492,Carol Garcia,107573.87,C,Jennifer Liu
640794,Virginia Anderson,107341.45,D,Nicole Brown
208786,Benjamin Johnson,107312.56,E,Lisa Thompson
519636,Christine Taylor,107293.38,D,Michael Rodriguez
915326,Paul Johnson,107160.11,C,David Park
264306,Lisa Williams,107024.61,D,Sarah Chen
382267,Carol Perez,106063.31,C,Robert Kim
902873,Paul Miller,106027.27,C,Rachel Johnson
157491,George Davis,105944.16,D,Maria Gonzalez
413193,Diane Martin,105463.88,C,James Wilson
561701,Timothy Walker,105288.85,C,Amanda Davis
379345,Brenda Jones,105258.58,E,Kevin Wu
939330,Ashley Green,105249.59,D,Emily Zhang
489127,Jonathan Jackson,105177.18,E,Mark Williams
668015,Emma Garcia,104799.39,E,Christopher Lee
759796,Dorothy Rodriguez,104678.64,E,Jennifer Liu
221783,Lisa Rodriguez,104650.84,D,Nicole Brown
433230,Matthew Nguyen,104339.45,E,Lisa Thompson
669328,Eric Robinson,104212.73,C,Michael Rodriguez
963475,Charles Williams,104176.03,E,David Park
965631,Amy Wright,103934.71,C,Sarah Chen
690610,Alexander Wilson,103278.25,B,Robert Kim
559069,John Campbell,103142.25,E,Rachel Johnson
814917,Susan Walker,103135.05,B,Maria Gonzalez
466104,Sharon Taylor,103126.18,E,James Wilson
835787,Susan King,102976.74,E,Amanda Davis
886958,Debra Miller,102881.22,E,Kevin Wu
176753,Debra Jones,102830.66,E,Emily Zhang
587416,Janet Thompson,102798.37,E,Mark Williams
684146,Kelly Rodriguez,102675.69,C,Christopher Lee
932323,John Brown,102530.15,B,Jennifer Liu
992777,Christine Davis,102434.04,C,Nicole Brown
857367,Jessica Phillips,102285.87,E,Lisa Thompson
513674,Victoria Wilson,102271.65,D,Michael Rodriguez
125452,Virginia Taylor,102243.26,E,David Park
896182,Larry Allen,102074.34,E,Sarah Chen
873812,Matthew Sanchez,102007.99,C,Robert Kim
318889,Barbara Johnson,101757.3,E,Rachel Johnson
146802,Robert Johnson,101393.97,B,Maria Gonzalez
545341,Richard Rodriguez,100873.95,D,James Wilson
207466,Karen Green,100727.19,E,Amanda Davis
600209,Brandon Mitchell,100494.33,E,Kevin Wu
972188,Cynthia Scott,100440.59,D,Emily Zhang
926171,Anthony Hernandez,99745.97,B,Mark Williams
829606,Patrick Rodriguez,99704.85,D,Christopher Lee
681643,Paul Moore,99609.43,E,Jennifer Liu
240816,Ronald Thomas,99471.4,C,Nicole Brown
626282,Maria Garcia,99391.34,E,Lisa Thompson
765539,James Miller,99241.71,E,Michael Rodriguez
816740,Mary Gonzalez,99202.2,E,David Park
730268,Thomas Garcia,99138.04,E,Sarah Chen
824534,Frank Anderson,99131.24,E,Robert Kim
735146,Scott Jones,98385.02,B,Rachel Johnson
730680,Paul Moore,98263.74,D,Maria Gonzalez
813923,Daniel Nguyen,98037.49,E,James Wilson
456698,Angela Williams,97988.22,E,Amanda Davis
316066,Jonathan Moore,97838.41,C,Kevin Wu
435925,James King,97716.17,E,Emily Zhang
518030,Maria Gomez,97471.33,E,Mark Williams
748468,Cynthia Rodriguez,97323.09,E,Christopher Lee
339682,Heather Williams,97275.42,D,Jennifer Liu
762130,Karen Hill,97162.41,E,Nicole Brown
741542,Gary Jones,96969.97,E,Lisa Thompson
782654,Michael Williams,96720.38,E,Michael Rodriguez
898013,Karen Williams,96491.95,D,David Park
472320,Virginia Jones,96462.87,B,Sarah Chen
424140,Heather Lee,96412.69,E,Robert Kim
293149,David Carter,96275.7,C,Rachel Johnson
356905,Jonathan Thomas,95856.95,D,Maria Gonzalez
237724,Debra Brown,95804.29,B,James Wilson
842306,Raymond Wilson,95700.57,E,Amanda Davis
360346,Jonathan Nguyen,95580.58,A,Kevin Wu
822468,Charles Harris,95277.5,C,Emily Zhang
885970,Jacob Jackson,95247.79,E,Mark Williams
992794,Jerry Taylor,95201.8,E,Christopher Lee
950381,Mark Moore,95133.04,C,Jennifer Liu
235048,Frances Hall,95068.54,C,Nicole Brown
926807,Jacob Baker,94750.83,E,Lisa Thompson
372509,Daniel Scott,94690.44,D,Michael Rodriguez
352020,Robert Taylor,94476.67,C,David Park
203622,Justin Rodriguez,94299.99,C,Sarah Chen
462576,Elizabeth Baker,94242.4,D,Robert Kim
790172,Richard Brown,93976.1,E,Rachel Johnson
943139,Sarah Lopez,93963.27,C,Maria Gonzalez
932291,David Thomas,93736.5,E,James Wilson
298919,Ryan Smith,93702.36,D,Amanda Davis
353994,Joshua Lee,93660.13,D,Kevin Wu
956479,Christopher Williams,93611.01,C,Emily Zhang
592142,Steven Brown,93507.55,A,Mark Williams
200380,Ronald Martinez,93438.76,C,Christopher Lee
992232,Gregory Thomas,93323.9,D,Jennifer Liu
166195,David Davis,93251.36,D,Nicole Brown
218833,William Allen,93166.42,E,Lisa Thompson
681026,Jacob Smith,93036.91,C,Michael Rodriguez
306749,Sarah Hall,92640.59,D,David Park
902378,Gregory Hernandez,92572.17,E,Sarah Chen
984685,George Adams,92389.3,A,Robert Kim
978894,Paul Scott,92333.42,C,Rachel Johnson
671729,Christopher Harris,92322.88,E,Maria Gonzalez
806401,Sandra Hernandez,92189.24,B,James Wilson
318348,Linda Davis,92158.21,E,Amanda Davis
336022,Jason Lewis,92126.29,D,Kevin Wu
523748,Steven Lopez,92104.15,B,Emily Zhang
799079,Marie Brown,92020.53,E,Mark Williams
510286,Lisa Smith,91789.55,D,Christopher Lee
479002,Mark Williams,91725.67,C,Jennifer Liu
592613,Betty Martinez,91582.8,D,Nicole Brown
309088,Linda Mitchell,91535.63,E,Lisa Thompson
282219,Mary Hall,91532.88,C,Michael Rodriguez
880523,Kevin Carter,91258.45,D,David Park
211565,Jonathan Hernandez,90936.01,A,Sarah Chen
111496,Jacob Walker,90579.01,B,Robert Kim
853287,Andrew Williams,90471.74,C,Rachel Johnson
552117,Carolyn King,90429.37,D,Maria Gonzalez
995680,Diane Adams,90410.84,A,James Wilson
657611,Michelle Ramirez,90141.15,D,Amanda Davis
396630,Janet Garcia,90140.94,C,Kevin Wu
722194,Jason Moore,90057.61,A,Emily Zhang
239359,Emma Jones,89991.81,E,Mark Williams
835995,Donna Green,89964.13,C,Christopher Lee
697978,Samuel Scott,89827.73,D,Jennifer Liu
465006,Mary Brown,89668.78,E,Nicole Brown
962720,Eric Baker,89605.19,E,Lisa Thompson
916326,Jason Thomas,89434.25,E,Michael Rodriguez
480890,Paul Hernandez,89375.14,D,David Park
106370,Virginia Smith,89368.8,E,Sarah Chen
610281,Laura Lopez,89309.54,D,Robert Kim
536390,Donald Flores,89172.19,C,Rachel Johnson
540038,Paul Lopez,89115.2,D,Maria Gonzalez
826843,Nancy Lopez,89057.64,E,James Wilson
824942,Sandra Garcia,88973.97,E,Amanda Davis
680179,Helen Williams,88856.96,E,Kevin Wu
735984,Christopher Lopez,88708.53,B,Emily Zhang
290803,Christopher Jones,88630.94,E,Mark Williams
136500,Kelly Perez,88617.48,C,Christopher Lee
216391,Sandra Smith,88616.57,C,Jennifer Liu
310580,Nancy Lopez,88391.17,C,Nicole Brown
827197,Mary Hernandez,88390.38,A,Lisa Thompson
475867,Michael Smith,88312.89,E,Michael Rodriguez
634360,George Smith,88302.23,E,David Park
321713,Jason Taylor,88256.3,E,Sarah Chen
516009,Edward Hernandez,88166.7,A,Robert Kim
845904,James Smith,88073.54,A,Rachel Johnson
710642,Matthew Mitchell,87943.1,E,Maria Gonzalez
951368,Paul Lopez,87717.55,B,James Wilson
336534,Thomas Perez,87570.76,C,Amanda Davis
446901,Timothy Baker,87282.94,B,Kevin Wu
527821,Justin Williams,87275.61,E,Emily Zhang
670164,Edward Jones,87061.65,E,Mark Williams
244822,Kelly Moore,86787.96,D,Christopher Lee
128545,Richard Lopez,86775.37,E,Jennifer Liu
922814,Larry Smith,86754.97,B,Nicole Brown
627393,Amy Gonzalez,86626.24,D,Lisa Thompson
231807,Ruth Johnson,86596.68,B,Michael Rodriguez
921998,Kevin Davis,86490.58,E,David Park
967155,Angela Johnson,86489.2,C,Sarah Chen
222559,Paul Lopez,86434.7,E,Robert Kim
109475,Julie Hall,86308.25,E,Rachel Johnson
330785,Susan Hall,86302.82,B,Maria Gonzalez
296358,Michael Jackson,86278.18,E,James Wilson
116924,Virginia Davis,86256.88,E,Amanda Davis
852817,Barbara Taylor,86209.7,E,Kevin Wu
327570,Justin Anderson,86148.86,C,Emily Zhang
936606,Helen Lewis,85825.29,E,Mark Williams
802490,Joyce Smith,85692.03,D,Christopher Lee
486974,Charles Miller,85670.23,D,Jennifer Liu
898725,Sarah Smith,85585.89,D,Nicole Brown
102202,Sarah Brown,85473.67,D,Lisa Thompson
185808,Diane Smith,85326.06,C,Michael Rodriguez
495865,Larry Campbell,85261.26,D,David Park
159955,Scott Martin,85257.21,B,Sarah Chen
995330,William Jones,85195.59,E,Robert Kim
238914,Heather Lewis,85167.23,E,Rachel Johnson
392124,Julie Garcia,85137.96,E,Maria Gonzalez
340931,Rachel Anderson,85045.46,E,James Wilson
607725,Michelle Nelson,84940.84,E,Amanda Davis
565953,Christine Johnson,84736.58,D,Kevin Wu
100406,Benjamin Williams,84679.19,D,Emily Zhang
959607,Betty Smith,84526.97,D,Mark Williams
329789,Jacob Ramirez,84299.88,B,Christopher Lee
663934,Ruth Williams,84258.04,E,Jennifer Liu
